ride_id,customer_id,driver_id,pickup_datetime,drop_datetime,pickup_location,drop_location,distance_km,fare,payment_method,ride_status
R02702,C0480,D0491,2026-02-12 20:04:04.257696,2026-02-12 20:17:04.257696,Mall,University,11.09,249.62,Credit Card,Cancelled
R02703,C0826,D0467,2025-08-09 04:52:04.257731,2025-08-09 05:03:04.257731,Airport,Hospital,4.61,162.98,Debit Card,Cancelled
R02704,C0749,D0365,2026-04-20 02:19:04.257768,2026-04-20 03:02:04.257768,City Center,Airport,27.71,550.78,Cash,Completed
R02705,C0361,D0027,2025-10-21 03:34:04.257803,2025-10-21 04:07:04.257803,Metro Station,Hospital,7.23,196.14,UPI,Completed
R02706,C0856,D0034,2026-04-15 16:08:04.257841,2026-04-15 17:21:04.257841,Railway Station,Bus Stand,17.57,380.26,Debit Card,Completed
R02707,C0536,D0406,2026-02-13 18:29:04.257888,2026-02-13 19:39:04.257888,Mall,City Center,27.59,588.62,Debit Card,Completed
R02708,C0007,D0135,2025-12-06 11:44:04.257935,2025-12-06 12:00:04.257935,Metro Station,Railway Station,16.14,365.52,Credit Card,Completed
R02709,C0785,D0458,2025-08-12 07:50:04.257973,2025-08-12 08:03:04.257973,Hospital,Mall,13.69,312.42,Debit Card,Cancelled
R02710,C0580,D0066,2025-12-11 01:23:04.258010,2025-12-11 01:59:04.258010,Airport,City Center,4.74,170.32,Debit Card,Cancelled
R02711,C0146,D0025,2025-09-27 16:55:04.258045,2025-09-27 17:33:04.258045,Hospital,University,14.77,309.86,Debit Card,Completed
R02712,C0758,D0035,2026-08-02 00:35:04.258082,2026-08-02 01:57:04.258082,University,University,19.91,403.38,Credit Card,Completed
R02713,C0824,D0057,2025-08-12 05:52:04.258119,2025-08-12 07:06:04.258119,City Center,University,13.41,262.38,UPI,Completed
R02714,C0438,D0261,2026-02-16 18:00:04.258156,2026-02-16 18:35:04.258156,Railway Station,Residential Area,4.12,141.16,UPI,Completed
R02715,C0154,D0035,2026-05-16 14:21:04.258191,2026-05-16 15:25:04.258191,Hospital,Residential Area,20.05,410.9,Credit Card,Completed
R02716,C0687,D0268,2026-01-29 18:14:04.258241,2026-01-29 18:29:04.258241,Hospital,Railway Station,3.4,146.2,Credit Card,Completed
R02717,C0658,D0488,2026-06-18 04:03:04.258278,2026-06-18 04:29:04.258278,Bus Stand,IT Park,26.38,516.84,Debit Card,Cancelled
R02718,C0179,D0364,2026-06-09 21:09:04.258318,2026-06-09 21:48:04.258318,Metro Station,Bus Stand,18.89,403.02,Credit Card,Completed
R02719,C0151,D0019,2025-10-20 05:53:04.258356,2025-10-20 07:15:04.258356,University,Hospital,16.21,384.78,UPI,Completed
R02720,C0980,D0386,2025-10-27 07:30:04.258393,2025-10-27 08:51:04.258393,Railway Station,University,9.19,187.42,Credit Card,Cancelled
R02721,C0724,D0280,2026-07-25 10:41:04.258429,2026-07-25 11:09:04.258429,Bus Stand,University,23.48,458.64,UPI,Completed
R02722,C0752,D0471,2026-07-15 08:39:04.258464,2026-07-15 09:04:04.258464,Railway Station,Residential Area,29.06,579.08,Cash,Cancelled
R02723,C0365,D0433,2026-02-27 15:39:04.258500,2026-02-27 16:04:04.258500,Airport,Airport,13.33,287.94,Credit Card,Cancelled
R02724,C0375,D0299,2026-06-05 10:59:04.258542,2026-06-05 12:08:04.258542,Hospital,Metro Station,2.83,134.94,Debit Card,Completed
R02725,C0105,D0126,2026-06-08 18:13:04.258579,2026-06-08 18:59:04.258579,Bus Stand,Hospital,13.14,298.52,Cash,Cancelled
R02726,C0308,D0233,2026-04-11 10:05:04.258613,2026-04-11 11:17:04.258613,Hospital,Metro Station,27.81,524.58,Debit Card,Completed
R02727,C0090,D0155,2026-07-21 14:44:04.258649,2026-07-21 15:43:04.258649,Hospital,Railway Station,25.6,490.8,Debit Card,Cancelled
R02728,C0925,D0273,2026-03-19 07:57:04.258688,2026-03-19 08:24:04.258688,Hospital,IT Park,6.05,170.9,Credit Card,Completed
R02729,C0197,D0170,2026-03-08 04:06:04.258725,2026-03-08 04:57:04.258725,Hospital,Airport,7.71,183.78,Debit Card,Cancelled
R02730,C0293,D0209,2026-04-07 22:00:04.258760,2026-04-07 23:19:04.258760,Mall,Bus Stand,13.49,317.82,Credit Card,Cancelled
R02731,C0020,D0190,2026-03-25 09:28:04.258799,2026-03-25 10:49:04.258799,Bus Stand,Metro Station,11.64,244.52,UPI,Cancelled
R02732,C0168,D0276,2026-03-04 09:52:04.258836,2026-03-04 10:59:04.258836,City Center,Bus Stand,18.9,389.2,Credit Card,Completed
R02733,C0530,D0363,2025-12-12 07:17:04.258894,2025-12-12 07:45:04.258894,Mall,IT Park,14.3,299.4,Credit Card,Cancelled
R02734,C0365,D0148,2025-10-27 08:14:04.258933,2025-10-27 08:51:04.258933,Metro Station,University,5.37,158.66,Cash,Completed
R02735,C0972,D0155,2026-04-06 12:05:04.258971,2026-04-06 12:41:04.258971,Hospital,Residential Area,14.37,300.66,Cash,Completed
R02736,C0159,D0071,2026-05-29 07:12:04.259008,2026-05-29 08:38:04.259008,IT Park,Metro Station,25.9,540.2,UPI,Completed
R02737,C0156,D0147,2026-07-09 08:46:04.259044,2026-07-09 09:47:04.259044,Airport,Railway Station,9.75,211.5,Credit Card,Completed
R02738,C0996,D0226,2025-11-25 06:58:04.259082,2025-11-25 08:10:04.259082,City Center,Bus Stand,9.49,244.82,Cash,Cancelled
R02739,C0481,D0006,2025-11-23 20:50:04.259120,2025-11-23 21:58:04.259120,Metro Station,Railway Station,2.6,93.8,Cash,Cancelled
R02740,C0404,D0153,2025-12-20 17:25:04.259157,2025-12-20 17:53:04.259157,City Center,Railway Station,2.1,76.8,Credit Card,Completed
R02741,C0228,D0304,2026-04-30 09:17:04.259193,2026-04-30 09:46:04.259193,Bus Stand,Mall,12.35,243.3,UPI,Cancelled
R02742,C0450,D0166,2026-01-13 12:06:04.259240,2026-01-13 12:54:04.259240,IT Park,Airport,20.76,469.68,Cash,Completed
R02743,C0085,D0239,2026-07-21 14:18:04.259278,2026-07-21 15:20:04.259278,Residential Area,Mall,18.58,358.44,Debit Card,Completed
R02744,C0402,D0392,2026-07-30 05:36:04.259312,2026-07-30 06:28:04.259312,Metro Station,Metro Station,4.13,115.34,Credit Card,Cancelled
R02745,C0517,D0432,2025-11-30 19:13:04.259349,2025-11-30 19:53:04.259349,Bus Stand,Railway Station,3.41,134.38,Credit Card,Completed
R02746,C0416,D0317,2025-12-10 16:38:04.259384,2025-12-10 17:51:04.259384,IT Park,Mall,20.49,394.82,Debit Card,Completed
R02747,C0740,D0493,2025-10-05 01:19:04.259475,2025-10-05 01:33:04.259475,IT Park,Hospital,11.88,268.84,UPI,Completed
R02748,C0088,D0020,2025-12-12 20:55:04.259530,2025-12-12 21:29:04.259530,IT Park,Metro Station,26.99,535.82,Credit Card,Cancelled
R02749,C0582,D0274,2025-09-13 08:18:04.259569,2025-09-13 08:51:04.259569,Mall,Hospital,4.22,140.96,Credit Card,Completed
R02750,C0868,D0284,2025-09-11 09:05:04.259607,2025-09-11 10:18:04.259607,IT Park,Residential Area,21.41,429.38,Debit Card,Cancelled
R02751,C0226,D0103,2026-03-12 16:13:04.259643,2026-03-12 17:39:04.259643,IT Park,IT Park,19.93,432.74,UPI,Completed
R02752,C0295,D0233,2025-12-29 17:46:04.259683,2025-12-29 18:43:04.259683,Hospital,University,29.44,581.92,Cash,Cancelled
R02753,C0008,D0074,2025-12-09 15:19:04.259720,2025-12-09 16:18:04.259720,Railway Station,City Center,13.17,270.06,Credit Card,Completed
R02754,C0556,D0094,2026-04-11 22:59:04.259754,2026-04-12 00:07:04.259754,Airport,Residential Area,21.79,453.22,Credit Card,Cancelled
R02755,C0092,D0367,2026-05-29 08:58:04.259792,2026-05-29 10:23:04.259792,Residential Area,Mall,21.62,470.16,UPI,Completed
R02756,C0500,D0499,2026-07-06 15:11:04.259828,2026-07-06 15:49:04.259828,Mall,Residential Area,10.26,256.68,UPI,Completed
R02757,C0929,D0144,2025-10-16 09:22:04.259864,2025-10-16 10:44:04.259864,University,Airport,8.16,176.88,Debit Card,Completed
R02758,C0076,D0336,2025-10-31 04:35:04.259917,2025-10-31 04:53:04.259917,Mall,City Center,23.73,518.14,Cash,Cancelled
R02759,C0492,D0308,2026-03-18 19:01:04.259953,2026-03-18 20:01:04.259953,University,University,9.17,207.06,Credit Card,Completed
R02760,C0204,D0176,2026-03-01 07:06:04.259986,2026-03-01 07:27:04.259986,Railway Station,Bus Stand,18.65,425.7,Cash,Cancelled
R02761,C0268,D0013,2026-05-16 10:35:04.260021,2026-05-16 11:40:04.260021,City Center,Mall,24.13,504.34,Credit Card,Completed
R02762,C0702,D0267,2025-11-07 20:41:04.260055,2025-11-07 21:53:04.260055,Railway Station,Mall,16.4,345.2,Credit Card,Completed
R02763,C0770,D0190,2026-04-07 19:05:04.260093,2026-04-07 19:38:04.260093,Railway Station,Mall,14.89,327.02,Debit Card,Completed
R02764,C0958,D0293,2026-06-08 20:28:04.260128,2026-06-08 21:53:04.260128,City Center,Metro Station,25.65,487.7,UPI,Cancelled
R02765,C0650,D0369,2025-09-10 03:06:04.260163,2025-09-10 03:51:04.260163,Hospital,City Center,11.33,250.94,Debit Card,Cancelled
R02766,C0907,D0316,2026-05-27 14:50:04.260201,2026-05-27 15:49:04.260201,University,Metro Station,6.32,179.76,Cash,Cancelled
R02767,C0859,D0492,2026-05-29 05:33:04.260260,2026-05-29 06:43:04.260260,IT Park,Bus Stand,21.02,404.36,Debit Card,Cancelled
R02768,C0828,D0017,2025-11-20 20:23:04.260301,2025-11-20 20:45:04.260301,City Center,IT Park,27.38,520.84,Debit Card,Completed
R02769,C0685,D0347,2026-05-03 12:10:04.260339,2026-05-03 13:27:04.260339,Airport,City Center,15.41,307.38,UPI,Cancelled
R02770,C0740,D0066,2026-01-31 23:45:04.260374,2026-02-01 00:58:04.260374,Hospital,Hospital,19.42,391.56,Cash,Completed
R02771,C0706,D0248,2026-02-08 02:47:04.260413,2026-02-08 03:38:04.260413,Airport,Residential Area,7.04,152.72,Credit Card,Cancelled
R02772,C0560,D0216,2026-03-28 02:57:04.260457,2026-03-28 03:44:04.260457,Residential Area,Airport,28.94,604.92,Credit Card,Cancelled
R02773,C0425,D0091,2026-05-30 17:46:04.260494,2026-05-30 18:28:04.260494,Bus Stand,Residential Area,18.19,402.42,UPI,Completed
R02774,C0150,D0384,2025-11-22 12:39:04.260531,2025-11-22 12:57:04.260531,Bus Stand,Metro Station,7.88,230.84,UPI,Cancelled
R02775,C0167,D0340,2026-01-20 08:38:04.260569,2026-01-20 09:25:04.260569,Residential Area,Bus Stand,15.48,376.64,Credit Card,Completed
R02776,C0712,D0148,2025-10-21 11:02:04.260602,2025-10-21 11:45:04.260602,City Center,University,9.01,258.18,Debit Card,Cancelled
R02777,C0504,D0489,2026-01-27 17:55:04.260637,2026-01-27 18:44:04.260637,Metro Station,Railway Station,17.66,377.88,Cash,Cancelled
R02778,C0009,D0496,2025-09-25 01:35:04.260680,2025-09-25 02:29:04.260680,Airport,Hospital,25.91,539.38,Credit Card,Cancelled
R02779,C0489,D0070,2026-06-27 09:53:04.260721,2026-06-27 10:55:04.260721,Residential Area,Residential Area,18.67,431.06,Debit Card,Cancelled
R02780,C0079,D0270,2025-12-17 03:12:04.260758,2025-12-17 04:09:04.260758,Metro Station,University,15.31,312.58,Credit Card,Completed
R02781,C0977,D0492,2026-07-28 14:47:04.260802,2026-07-28 16:10:04.260802,Bus Stand,Hospital,16.94,344.92,Cash,Completed
R02782,C0452,D0331,2026-06-17 14:38:04.260840,2026-06-17 15:26:04.260840,University,Airport,17.24,399.32,Debit Card,Cancelled
R02783,C0856,D0349,2026-01-14 19:31:04.260890,2026-01-14 20:28:04.260890,IT Park,Metro Station,21.32,438.76,Debit Card,Cancelled
R02784,C0113,D0170,2025-12-05 05:11:04.260931,2025-12-05 05:58:04.260931,University,Residential Area,29.51,611.18,UPI,Cancelled
R02785,C0389,D0017,2025-09-30 16:36:04.260968,2025-09-30 17:27:04.260968,IT Park,Hospital,23.5,518.0,UPI,Cancelled
R02786,C0204,D0258,2026-02-12 06:37:04.261006,2026-02-12 07:57:04.261006,Railway Station,City Center,12.61,308.98,UPI,Cancelled
R02787,C0996,D0427,2026-01-02 21:01:04.261043,2026-01-02 22:21:04.261043,City Center,Residential Area,4.11,112.98,UPI,Completed
R02788,C0465,D0329,2025-09-21 13:32:04.261088,2025-09-21 14:51:04.261088,Metro Station,Bus Stand,24.8,480.4,Cash,Cancelled
R02789,C0030,D0107,2026-02-16 11:06:04.261127,2026-02-16 12:31:04.261127,Hospital,University,18.55,377.9,Cash,Cancelled
R02790,C0291,D0400,2025-10-09 19:17:04.261166,2025-10-09 20:05:04.261166,City Center,Metro Station,18.26,362.68,Cash,Cancelled
R02791,C0385,D0025,2025-08-12 14:55:04.261204,2025-08-12 16:03:04.261204,Bus Stand,Bus Stand,21.68,420.24,Debit Card,Completed
R02792,C0102,D0405,2025-12-12 18:37:04.261273,2025-12-12 19:33:04.261273,Residential Area,IT Park,21.7,443.6,Cash,Cancelled
R02793,C0172,D0453,2026-04-08 08:58:04.261314,2026-04-08 09:45:04.261314,Metro Station,Airport,22.28,465.04,UPI,Completed
R02794,C0588,D0487,2025-08-15 08:08:04.261352,2025-08-15 08:38:04.261352,Metro Station,City Center,16.43,330.74,Credit Card,Completed
R02795,C0264,D0052,2026-06-18 17:53:04.261387,2026-06-18 19:06:04.261387,Residential Area,IT Park,15.86,347.48,Cash,Completed
R02796,C0513,D0339,2026-06-11 20:08:04.261435,2026-06-11 21:30:04.261435,Residential Area,Mall,17.26,398.68,Credit Card,Completed
R02797,C0425,D0309,2025-12-25 09:18:04.261473,2025-12-25 10:40:04.261473,Bus Stand,Airport,4.45,145.1,Debit Card,Cancelled
R02798,C0035,D0098,2026-05-03 12:30:04.261514,2026-05-03 13:02:04.261514,Residential Area,Railway Station,16.92,342.56,Cash,Cancelled
R02799,C0413,D0097,2025-12-11 07:27:04.261552,2025-12-11 07:59:04.261552,Bus Stand,Hospital,28.18,569.24,Cash,Cancelled
R02800,C0320,D0225,2025-11-08 05:29:04.261588,2025-11-08 06:06:04.261588,Hospital,Airport,4.69,112.42,Debit Card,Completed
R02801,C0798,D0436,2026-05-24 12:50:04.261625,2026-05-24 13:26:04.261625,IT Park,Bus Stand,6.17,140.06,Cash,Completed
R02802,C0213,D0220,2025-08-25 10:24:04.261660,2025-08-25 11:22:04.261660,Railway Station,City Center,8.11,186.98,Credit Card,Cancelled
R02803,C0122,D0308,2026-07-17 00:56:04.261698,2026-07-17 01:13:04.261698,University,Mall,20.94,397.92,Cash,Cancelled
R02804,C0365,D0476,2025-09-29 02:34:04.261736,2025-09-29 03:05:04.261736,IT Park,Metro Station,7.94,211.92,Cash,Cancelled
R02805,C0504,D0500,2026-05-29 14:24:04.261774,2026-05-29 15:28:04.261774,University,Hospital,7.73,181.14,Debit Card,Completed
R02806,C0133,D0099,2025-08-27 17:32:04.261811,2025-08-27 18:33:04.261811,IT Park,Airport,29.66,575.88,Cash,Cancelled
R02807,C0917,D0032,2026-01-23 04:53:04.261852,2026-01-23 05:14:04.261852,University,Mall,24.4,484.2,Credit Card,Completed
R02808,C0105,D0488,2026-02-20 10:42:04.261905,2026-02-20 11:57:04.261905,Metro Station,Hospital,9.22,200.96,UPI,Completed
R02809,C0798,D0195,2025-09-28 14:58:04.261948,2025-09-28 16:19:04.261948,Railway Station,IT Park,23.43,506.74,Credit Card,Cancelled
R02810,C0670,D0180,2026-06-29 01:42:04.261987,2026-06-29 02:51:04.261987,City Center,IT Park,27.26,526.68,Credit Card,Cancelled
R02811,C0286,D0134,2026-07-29 16:46:04.262025,2026-07-29 17:05:04.262025,Railway Station,Airport,7.0,210.0,Cash,Completed
R02812,C0627,D0161,2025-08-17 20:36:04.262067,2025-08-17 20:55:04.262067,City Center,Hospital,10.69,280.42,UPI,Completed
R02813,C0189,D0445,2026-02-18 05:27:04.262106,2026-02-18 05:58:04.262106,Residential Area,Hospital,25.39,543.02,Cash,Cancelled
R02814,C0677,D0394,2026-04-06 03:19:04.262141,2026-04-06 04:00:04.262141,Mall,Bus Stand,14.24,341.32,Cash,Cancelled
R02815,C0697,D0039,2026-03-05 08:59:04.262178,2026-03-05 09:09:04.262178,IT Park,Mall,10.88,280.84,UPI,Completed
R02816,C0399,D0110,2026-06-20 12:38:04.262229,2026-06-20 13:41:04.262229,Mall,Hospital,16.5,388.0,UPI,Cancelled
R02817,C0596,D0446,2026-04-01 21:29:04.262269,2026-04-01 22:27:04.262269,Airport,IT Park,5.43,134.74,Cash,Completed
R02818,C0127,D0152,2025-08-17 20:36:04.262318,2025-08-17 21:22:04.262318,Metro Station,Railway Station,27.16,586.88,UPI,Completed
R02819,C0862,D0145,2026-05-14 02:20:04.262359,2026-05-14 02:32:04.262359,Airport,Metro Station,18.49,406.82,Credit Card,Completed
R02820,C0711,D0187,2026-05-08 14:17:04.262396,2026-05-08 15:45:04.262396,Metro Station,Airport,29.06,548.08,UPI,Completed
R02821,C0457,D0421,2026-03-01 07:42:04.262431,2026-03-01 08:15:04.262431,IT Park,University,21.27,457.86,UPI,Completed
R02822,C0474,D0378,2025-09-17 20:21:04.262468,2025-09-17 20:58:04.262468,City Center,University,5.65,182.7,Credit Card,Completed
R02823,C0855,D0434,2025-09-12 09:26:04.262507,2025-09-12 10:07:04.262507,Residential Area,City Center,2.51,141.18,Credit Card,Cancelled
R02824,C0102,D0118,2026-05-14 11:37:04.262544,2026-05-14 12:59:04.262544,University,Residential Area,28.14,541.52,Credit Card,Completed
R02825,C0971,D0003,2026-05-26 08:31:04.262583,2026-05-26 09:37:04.262583,Bus Stand,Hospital,18.62,414.16,Cash,Completed
R02826,C0533,D0312,2025-10-23 01:11:04.262620,2025-10-23 01:25:04.262620,Hospital,Bus Stand,10.88,250.84,Cash,Completed
R02827,C0894,D0317,2026-04-09 22:39:04.262658,2026-04-09 22:58:04.262658,Bus Stand,IT Park,14.25,302.5,Credit Card,Cancelled
R02828,C0189,D0141,2025-10-13 08:16:04.262705,2025-10-13 09:30:04.262705,Mall,Mall,12.06,237.08,UPI,Cancelled
R02829,C0210,D0242,2026-03-18 16:21:04.262743,2026-03-18 17:37:04.262743,City Center,Bus Stand,27.13,545.34,UPI,Completed
R02830,C0469,D0431,2025-12-02 11:03:04.262779,2025-12-02 11:14:04.262779,Hospital,Residential Area,5.86,134.48,UPI,Completed
R02831,C0133,D0059,2026-03-04 02:29:04.262817,2026-03-04 03:36:04.262817,City Center,Hospital,14.83,316.94,Cash,Completed
R02832,C0041,D0425,2025-12-20 11:25:04.262855,2025-12-20 11:58:04.262855,Airport,City Center,9.28,189.04,Credit Card,Completed
R02833,C0753,D0490,2025-09-21 18:16:04.262902,2025-09-21 19:04:04.262902,Bus Stand,Hospital,2.33,119.94,Debit Card,Cancelled
R02834,C0581,D0098,2026-02-02 01:44:04.262941,2026-02-02 02:32:04.262941,Mall,Hospital,6.91,219.38,Credit Card,Completed
R02835,C0864,D0155,2025-09-03 22:23:04.262979,2025-09-03 23:27:04.262979,Hospital,City Center,15.42,349.56,UPI,Cancelled
R02836,C0032,D0493,2026-03-29 17:14:04.263029,2026-03-29 17:24:04.263029,Bus Stand,Hospital,21.88,419.84,Cash,Cancelled
R02837,C0695,D0225,2025-08-12 03:37:04.263068,2025-08-12 04:21:04.263068,Mall,Railway Station,28.69,569.42,Cash,Cancelled
R02838,C0063,D0135,2026-05-19 02:10:04.263113,2026-05-19 03:28:04.263113,Bus Stand,Hospital,22.43,485.74,UPI,Completed
R02839,C0188,D0243,2026-03-10 17:20:04.263151,2026-03-10 18:20:04.263151,Mall,Mall,17.0,340.0,Debit Card,Completed
R02840,C0122,D0454,2026-07-10 03:21:04.263189,2026-07-10 04:20:04.263189,City Center,Railway Station,16.89,370.02,Debit Card,Cancelled
R02841,C0471,D0315,2026-02-04 15:40:04.263239,2026-02-04 16:01:04.263239,Residential Area,Hospital,22.75,439.5,Debit Card,Cancelled
R02842,C0185,D0453,2025-10-18 01:32:04.263278,2025-10-18 02:57:04.263278,Bus Stand,Airport,11.53,275.54,UPI,Cancelled
R02843,C0605,D0127,2026-05-26 01:54:04.263315,2026-05-26 02:23:04.263315,Railway Station,Metro Station,2.11,130.98,UPI,Cancelled
R02844,C0616,D0435,2026-07-20 10:10:04.263351,2026-07-20 11:00:04.263351,Hospital,Airport,26.14,508.52,Credit Card,Cancelled
R02845,C0732,D0206,2026-06-17 17:07:04.263388,2026-06-17 17:40:04.263388,Residential Area,Residential Area,17.43,351.74,UPI,Cancelled
R02846,C0075,D0043,2025-08-11 22:32:04.263424,2025-08-11 23:14:04.263424,Mall,Residential Area,11.16,278.88,Debit Card,Cancelled
R02847,C0717,D0452,2026-03-02 17:05:04.263462,2026-03-02 17:32:04.263462,Metro Station,City Center,24.92,542.56,Cash,Completed
R02848,C0392,D0459,2025-08-10 10:48:04.263509,2025-08-10 11:19:04.263509,Metro Station,IT Park,16.67,331.06,Debit Card,Cancelled
R02849,C0376,D0029,2026-07-23 04:07:04.263550,2026-07-23 04:56:04.263550,Bus Stand,IT Park,18.72,411.96,UPI,Cancelled
R02850,C0508,D0058,2026-07-28 14:43:04.263587,2026-07-28 15:03:04.263587,Hospital,Mall,18.11,416.98,Credit Card,Completed
R02851,C0775,D0198,2026-05-05 23:28:04.263625,2026-05-06 00:33:04.263625,Metro Station,Metro Station,18.72,358.96,Debit Card,Completed
R02852,C0703,D0363,2026-04-01 06:19:04.263659,2026-04-01 07:16:04.263659,Hospital,Mall,13.77,325.86,Cash,Cancelled
R02853,C0657,D0038,2026-06-08 14:22:04.263693,2026-06-08 15:04:04.263693,City Center,IT Park,21.1,401.8,Credit Card,Cancelled
R02854,C0226,D0076,2026-07-15 10:04:04.263729,2026-07-15 11:04:04.263729,Residential Area,Bus Stand,8.04,180.72,Debit Card,Cancelled
R02855,C0363,D0352,2026-01-15 05:34:04.263766,2026-01-15 05:44:04.263766,IT Park,IT Park,28.33,598.94,Credit Card,Cancelled
R02856,C0311,D0050,2025-08-18 23:20:04.263804,2025-08-18 23:37:04.263804,IT Park,University,25.66,555.88,UPI,Completed
R02857,C0421,D0107,2026-02-09 17:54:04.263843,2026-02-09 18:10:04.263843,Airport,Bus Stand,25.63,523.34,UPI,Completed
R02858,C0212,D0011,2026-07-04 10:45:04.263905,2026-07-04 10:59:04.263905,City Center,University,15.84,312.12,Debit Card,Cancelled
R02859,C0192,D0156,2026-01-03 20:27:04.263947,2026-01-03 21:02:04.263947,University,Hospital,22.19,450.42,Cash,Cancelled
R02860,C0146,D0495,2026-02-10 12:33:04.263988,2026-02-10 12:56:04.263988,City Center,Hospital,7.34,160.12,Credit Card,Cancelled
R02861,C0027,D0303,2025-08-25 01:54:04.264027,2025-08-25 02:09:04.264027,IT Park,Hospital,20.55,408.9,Credit Card,Completed
R02862,C0160,D0384,2026-07-06 20:36:04.264066,2026-07-06 21:37:04.264066,Railway Station,IT Park,27.81,549.58,UPI,Cancelled
R02863,C0752,D0470,2026-02-24 03:25:04.264104,2026-02-24 03:38:04.264104,Residential Area,Railway Station,29.54,588.72,Cash,Completed
R02864,C0798,D0500,2025-09-27 19:56:04.264140,2025-09-27 20:10:04.264140,City Center,IT Park,25.23,514.14,Credit Card,Completed
R02865,C0518,D0242,2026-04-01 23:57:04.264179,2026-04-02 00:57:04.264179,University,Mall,6.82,169.76,UPI,Cancelled
R02866,C0053,D0054,2026-03-09 12:11:04.264261,2026-03-09 13:30:04.264261,Railway Station,Mall,23.44,509.92,Credit Card,Cancelled
